0
(3.999596041706028-1.3453848794528976e-182j)
(7.836059936016753-1.2970520402648087e-152j)
(11.50984018287845-4.0668458774658e-135j)
(15.021780346746102-1.0626458607631852e-122j)
(18.373112358005837-7.16150889890395e-113j)
(21.565446730608226-3.2426969373738763e-105j)
(24.600759845673856-1.8796630900252496e-98j)
(27.481378493845238-7.0023772317743114e-93j)
(30.209961907479634-7.773369726130604e-88j)
(32.78948154658789-2.174414867354597e-83j)
(35.22319892907744-1.3183588378047967e-79j)
(37.514641815876494-8.704364339741183e-76j)
(39.66757907479455-1.2345416990211869e-72j)
(41.685994553352295-8.783360491849339e-70j)
(43.57406029061236-6.817815121498611e-67j)
(45.336109391582184-2.9418690385438965e-64j)
(46.97660887554059-3.49673000752355e-62j)
(48.50013279239602-7.357761538677513e-60j)
(49.91133587959226-1.0930281124149715e-57j)
(51.214928007003195-1.1969467771982769e-55j)
(52.41564962952138-6.85927912435435e-54j)
(53.51824843747239-3.751412700202018e-52j)
(54.52745736447507-1.4121861379232545e-50j)
(55.44797408150883-3.84550974943791e-49j)
(56.28444207567783-4.656687233213997e-48j)
(57.04143338281444-3.0822781307889572e-46j)
(57.72343301539403-3.744572299421652e-45j)
(58.3348251014893-5.951420981779261e-44j)
(58.879880727079666-5.752809886874384e-43j)
(59.36274745312837-1.17158928724388e-41j)
(59.78744046061035-8.817791770197886e-41j)
(60.15783526115769-1.197634809317414e-39j)
(60.4776618981077-6.041756084117674e-39j)
(60.75050055255955-4.511587208966785e-38j)
(60.97977846126541-5.471164030935016e-37j)
(61.16876804770306-1.576213691100594e-36j)
(61.32058616440674-1.866858877825341e-35j)
(61.43819434309885-8.851961995562053e-35j)
(61.52439994945968-2.3047480606566404e-34j)
(61.58185814095583-1.9657506248432935e-33j)
(61.61307452906689-2.070588430606768e-33j)
(61.62040845106634-2.0143918708523082e-32j)
(61.60607676115687-1.0065840233925987e-31j)
(61.57215805601509-1.9557259104093326e-31j)
(61.52059725547525-1.0827307437058558e-30j)
(61.4532104649866-4.0146192931493995e-30j)
(61.371690052592676-7.924807125042324e-30j)
(61.27760987928133-2.1087896978865966e-29j)
(61.17243062759043-5.448917138079746e-29j)
(61.05750517919896-1.6132514108199265e-28j)
(60.934083997978384-2.008503458716047e-28j)
(60.803320480265086-6.59808492782999e-28j)
(60.66627623930949-1.9727741495506475e-27j)
(60.523926295557985-1.5553301747573667e-27j)
(60.377164148819695-7.841790427799365e-27j)
(60.2268067125461-2.5329336867190487e-26j)
(60.073599093981315-1.2506487422872591e-26j)
(59.91821920745496-1.52871868265727e-25j)
(59.76128221104238+6.582140144559199e-26j)
(59.60334475949337-3.7134681722542773e-25j)
(59.44490906874756+7.148066155331325e-26j)
(59.286426789452875-1.0918851010383666e-24j)
(59.12830268873139-1.178026588605385e-24j)
(58.97089814087877-5.451908141233626e-25j)
(58.81453442936886-3.1047717974713943e-24j)
(58.65949586312601+4.464541511111094e-25j)
(58.50603271158896-5.644557695932254e-24j)
(58.354363963307804-3.028723943259599e-23j)
(58.204679913775706-8.075887021644363e-24j)
(58.05714458859703-3.0102812749968383e-23j)
(57.91189800831199-7.065301994260075e-23j)
(57.76905830167338-2.8745098528067473e-23j)
(57.62872367413104+4.039100555795114e-23j)
(57.49097423849552-5.428235766709473e-22j)
(57.355873714700664+2.1033520410285866e-22j)
(57.2234710055141-1.677598959912056e-22j)
(57.09380165505909-1.3551651118372567e-22j)
(56.96688919673242+1.3599247192925444e-22j)
(56.84274639706342-2.3981868026336777e-21j)
(56.7213764017648-1.2356262962730828e-21j)
(56.602773790094666+9.768954506031208e-22j)
(56.48692554334245+3.2713330867202607e-21j)
(56.373811933131165-1.0704465154299478e-20j)
(56.26340733478824+3.2301631356930954e-22j)
(56.15568097095867-3.892877796470093e-21j)
(56.050597590368945-8.11555793100577e-21j)
(55.948118086261516-3.721081024393953e-21j)
(55.84820005887608+2.7050754524533734e-21j)
(55.750798326186654-6.65105317932208e-21j)
(55.655865386633515-1.8862653867976467e-21j)
(55.563351837603506-5.1150233501021015e-20j)
(55.47320675300397+5.499150550711667e-20j)
(55.385378023242346-5.810364919237662e-20j)
(55.29981266046518-3.091581550205432e-20j)
(55.216457071994945+3.983217071761142e-21j)
(55.13525730455265+9.65643947460682e-21j)
(55.05615926150406-9.368227502561646e-20j)
(54.979108895870546-1.3866297775780778e-19j)
(54.904052380555605+1.7137285331483845e-19j)
